"TIME","GEO","SEX","INDIC_EM","Value"
"2012","European Union (27 countries)","Total","Activity rate (15 to 64 years)","71.8"
"2012","European Union (27 countries)","Total","Activity rate (15 to 24 years)","42.6"
"2012","European Union (27 countries)","Total","Activity rate (20 to 64 years)","76.2"
"2012","European Union (27 countries)","Total","Activity rate (25 to 54 years)","85.3"
"2012","European Union (27 countries)","Total","Activity rate (55 to 64 years)","52.8"
"2012","European Union (27 countries)","Total","Youth unemployment ratio 15-24","9.7"
"2012","European Union (27 countries)","Males","Total population","241 906.0"
"2012","European Union (27 countries)","Males","Population (15 to 64 years)","164 621.8"
"2012","European Union (27 countries)","Males","Active population","131 171.7"
"2012","European Union (27 countries)","Males","Growth of active population","0.3"
"2012","European Union (27 countries)","Males","Activity rate (15 to 64 years)","78.0"
"2012","European Union (27 countries)","Males","Activity rate (15 to 24 years)","45.5"
"2012","European Union (27 countries)","Males","Activity rate (20 to 64 years)","83.0"
"2012","European Union (27 countries)","Males","Activity rate (25 to 54 years)","91.7"
"2012","European Union (27 countries)","Males","Activity rate (55 to 64 years)","61.3"
"2012","European Union (27 countries)","Males","Youth unemployment ratio 15-24","10.6"
"2012","European Union (27 countries)","Females","Total population","253 058.4"
"2012","European Union (27 countries)","Females","Population (15 to 64 years)","165 062.1"
"2012","European Union (27 countries)","Females","Active population","109 948.3"
"2012","European Union (27 countries)","Females","Growth of active population","1.0"
"2012","European Union (27 countries)","Females","Activity rate (15 to 64 years)","65.6"
"2012","European Union (27 countries)","Females","Activity rate (15 to 24 years)","39.5"
"2012","European Union (27 countries)","Females","Activity rate (20 to 64 years)","69.5"
"2012","European Union (27 countries)","Females","Activity rate (25 to 54 years)","78.9"
"2012","European Union (27 countries)","Females","Activity rate (55 to 64 years)","44.8"
"2012","European Union (27 countries)","Females","Youth unemployment ratio 15-24","8.7"
"2012","European Union (15 countries)","Total","Total population","394 362.7"
"2012","European Union (15 countries)","Total","Population (15 to 64 years)","259 764.7"
"2012","European Union (15 countries)","Total","Active population","193 319.5"
"2012","European Union (15 countries)","Total","Growth of active population","0.6"
"2012","European Union (15 countries)","Total","Activity rate (15 to 64 years)","73.0"
"2012","European Union (15 countries)","Total","Activity rate (15 to 24 years)","45.5"
"2012","European Union (15 countries)","Total","Activity rate (20 to 64 years)","77.3"
"2012","European Union (15 countries)","Total","Activity rate (25 to 54 years)","85.6"
"2012","European Union (15 countries)","Total","Activity rate (55 to 64 years)","55.0"
"2012","European Union (15 countries)","Total","Youth unemployment ratio 15-24","10.1"
"2012","European Union (15 countries)","Males","Total population","193 289.6"
"2012","European Union (15 countries)","Males","Population (15 to 64 years)","129 777.6"
"2012","European Union (15 countries)","Males","Active population","105 003.2"
"2012","European Union (15 countries)","Males","Growth of active population","0.3"
"2012","European Union (15 countries)","Males","Activity rate (15 to 64 years)","79.1"
"2012","European Union (15 countries)","Males","Activity rate (15 to 24 years)","48.0"
"2012","European Union (15 countries)","Males","Activity rate (20 to 64 years)","83.9"
"2012","European Union (15 countries)","Males","Activity rate (25 to 54 years)","92.2"
"2012","European Union (15 countries)","Males","Activity rate (55 to 64 years)","62.9"
"2012","European Union (15 countries)","Males","Youth unemployment ratio 15-24","11.1"
"2012","European Union (15 countries)","Females","Total population","201 073.1"
"2012","European Union (15 countries)","Females","Population (15 to 64 years)","129 987.1"
"2012","European Union (15 countries)","Females","Active population","88 316.3"
"2012","European Union (15 countries)","Females","Growth of active population","1.0"
"2012","European Union (15 countries)","Females","Activity rate (15 to 64 years)","66.9"
"2012","European Union (15 countries)","Females","Activity rate (15 to 24 years)","43.0"
"2012","European Union (15 countries)","Females","Activity rate (20 to 64 years)","70.7"
"2012","European Union (15 countries)","Females","Activity rate (25 to 54 years)","79.1"
"2012","European Union (15 countries)","Females","Activity rate (55 to 64 years)","47.4"
"2012","European Union (15 countries)","Females","Youth unemployment ratio 15-24","9.1"
"2012","Euro area (18 countries)","Total","Total population","329 480.0"
"2012","Euro area (18 countries)","Total","Population (15 to 64 years)","217 826.2"
"2012","Euro area (18 countries)","Total","Active population","159 482.4"
"2012","Euro area (18 countries)","Total","Growth of active population","0.6"
"2012","Euro area (18 countries)","Total","Activity rate (15 to 64 years)","72.0"
"2012","Euro area (18 countries)","Total","Activity rate (15 to 24 years)","41.6"
"2012","Euro area (18 countries)","Total","Activity rate (20 to 64 years)","76.6"
"2012","Euro area (18 countries)","Total","Activity rate (25 to 54 years)","85.6"
"2012","Euro area (18 countries)","Total","Activity rate (55 to 64 years)","52.9"
"2012","Euro area (18 countries)","Total","Youth unemployment ratio 15-24","9.6"
"2012","Euro area (18 countries)","Males","Total population","161 070.0"
"2012","Euro area (18 countries)","Males","Population (15 to 64 years)","108 786.3"
"2012","Euro area (18 countries)","Males","Active population","86 853.2"
"2012","Euro area (18 countries)","Males","Growth of active population","0.2"
"2012","Euro area (18 countries)","Males","Activity rate (15 to 64 years)","78.3"
"2012","Euro area (18 countries)","Males","Activity rate (15 to 24 years)","44.3"
"2012","Euro area (18 countries)","Males","Activity rate (20 to 64 years)","83.3"
"2012","Euro area (18 countries)","Males","Activity rate (25 to 54 years)","92.2"
"2012","Euro area (18 countries)","Males","Activity rate (55 to 64 years)","61.0"
"2012","Euro area (18 countries)","Males","Youth unemployment ratio 15-24","10.3"
"2012","Euro area (18 countries)","Females","Total population","168 410.0"
"2012","Euro area (18 countries)","Females","Population (15 to 64 years)","109 039.9"
"2012","Euro area (18 countries)","Females","Active population","72 629.3"
"2012","Euro area (18 countries)","Females","Growth of active population","1.0"
"2012","Euro area (18 countries)","Females","Activity rate (15 to 64 years)","65.8"
"2012","Euro area (18 countries)","Females","Activity rate (15 to 24 years)","38.8"
"2012","Euro area (18 countries)","Females","Activity rate (20 to 64 years)","69.8"
"2012","Euro area (18 countries)","Females","Activity rate (25 to 54 years)","78.9"
"2012","Euro area (18 countries)","Females","Activity rate (55 to 64 years)","45.4"
"2012","Euro area (18 countries)","Females","Youth unemployment ratio 15-24","8.8"
"2012","Euro area (17 countries)","Total","Total population","327 464.3"
"2012","Euro area (17 countries)","Total","Population (15 to 64 years)","216 474.0"
"2012","Euro area (17 countries)","Total","Active population","158 451.5"
"2012","Euro area (17 countries)","Total","Growth of active population","0.6"
"2012","Euro area (17 countries)","Total","Activity rate (15 to 64 years)","72.0"
"2012","Euro area (17 countries)","Total","Activity rate (15 to 24 years)","41.6"
"2012","Euro area (17 countries)","Total","Activity rate (20 to 64 years)","76.5"
"2012","Euro area (17 countries)","Total","Activity rate (25 to 54 years)","85.6"
"2012","Euro area (17 countries)","Total","Activity rate (55 to 64 years)","52.9"
"2012","Euro area (17 countries)","Total","Youth unemployment ratio 15-24","9.5"
"2012","Euro area (17 countries)","Males","Total population","160 152.3"
"2012","Euro area (17 countries)","Males","Population (15 to 64 years)","108 138.2"
"2012","Euro area (17 countries)","Males","Active population","86 342.2"
"2012","Euro area (17 countries)","Males","Growth of active population","0.2"
"2012","Euro area (17 countries)","Males","Activity rate (15 to 64 years)","78.3"
"2012","Euro area (17 countries)","Males","Activity rate (15 to 24 years)","44.3"
"2012","Euro area (17 countries)","Males","Activity rate (20 to 64 years)","83.3"
"2012","Euro area (17 countries)","Males","Activity rate (25 to 54 years)","92.2"
"2012","Euro area (17 countries)","Males","Activity rate (55 to 64 years)","60.9"
"2012","Euro area (17 countries)","Males","Youth unemployment ratio 15-24","10.3"
"2012","Euro area (17 countries)","Females","Total population","167 312.1"
"2012","Euro area (17 countries)","Females","Population (15 to 64 years)","108 335.7"
"2012","Euro area (17 countries)","Females","Active population","72 109.4"
"2012","Euro area (17 countries)","Females","Growth of active population","1.0"
"2012","Euro area (17 countries)","Females","Activity rate (15 to 64 years)","65.8"
"2012","Euro area (17 countries)","Females","Activity rate (15 to 24 years)","38.8"
"2012","Euro area (17 countries)","Females","Activity rate (20 to 64 years)","69.8"
"2012","Euro area (17 countries)","Females","Activity rate (25 to 54 years)","78.9"
"2012","Euro area (17 countries)","Females","Activity rate (55 to 64 years)","45.3"
"2012","Euro area (17 countries)","Females","Youth unemployment ratio 15-24","8.8"
"2012","Euro area (13 countries)","Total","Total population","319 466.4"
"2012","Euro area (13 countries)","Total","Population (15 to 64 years)","210 822.4"
"2012","Euro area (13 countries)","Total","Active population","154 426.7"
"2012","Euro area (13 countries)","Total","Growth of active population","0.6"
"2012","Euro area (13 countries)","Total","Activity rate (15 to 64 years)","72.1"
"2012","Euro area (13 countries)","Total","Activity rate (15 to 24 years)","41.8"
"2012","Euro area (13 countries)","Total","Activity rate (20 to 64 years)","76.5"
"2012","Euro area (13 countries)","Total","Activity rate (25 to 54 years)","85.5"
"2012","Euro area (13 countries)","Total","Activity rate (55 to 64 years)","52.9"
"2012","Euro area (13 countries)","Total","Youth unemployment ratio 15-24","9.5"
"2012","Euro area (13 countries)","Males","Total population","156 295.5"
"2012","Euro area (13 countries)","Males","Population (15 to 64 years)","105 337.7"
"2012","Euro area (13 countries)","Males","Active population","84 138.3"
"2012","Euro area (13 countries)","Males","Growth of active population","0.2"
"2012","Euro area (13 countries)","Males","Activity rate (15 to 64 years)","78.3"
"2012","Euro area (13 countries)","Males","Activity rate (15 to 24 years)","44.4"
"2012","Euro area (13 countries)","Males","Activity rate (20 to 64 years)","83.3"
"2012","Euro area (13 countries)","Males","Activity rate (25 to 54 years)","92.2"
"2012","Euro area (13 countries)","Males","Activity rate (55 to 64 years)","60.9"
"2012","Euro area (13 countries)","Males","Youth unemployment ratio 15-24","10.2"
"2012","Euro area (13 countries)","Females","Total population","163 170.9"
"2012","Euro area (13 countries)","Females","Population (15 to 64 years)","105 484.7"
"2012","Euro area (13 countries)","Females","Active population","70 288.3"
"2012","Euro area (13 countries)","Females","Growth of active population","1.0"
"2012","Euro area (13 countries)","Females","Activity rate (15 to 64 years)","65.8"
"2012","Euro area (13 countries)","Females","Activity rate (15 to 24 years)","39.1"
"2012","Euro area (13 countries)","Females","Activity rate (20 to 64 years)","69.8"
"2012","Euro area (13 countries)","Females","Activity rate (25 to 54 years)","78.8"
"2012","Euro area (13 countries)","Females","Activity rate (55 to 64 years)","45.3"
"2012","Euro area (13 countries)","Females","Youth unemployment ratio 15-24","8.8"
"2012","Belgium","Total","Total population","11 063.4"
"2012","Belgium","Total","Population (15 to 64 years)","7 242.0"
"2012","Belgium","Total","Active population","4 892.7"
"2012","Belgium","Total","Growth of active population","0.6"
"2012","Belgium","Total","Activity rate (15 to 64 years)","66.9"
"2012","Belgium","Total","Activity rate (15 to 24 years)","31.5"
"2012","Belgium","Total","Activity rate (20 to 64 years)","72.5"
"2012","Belgium","Total","Activity rate (25 to 54 years)","85.0"
"2012","Belgium","Total","Activity rate (55 to 64 years)","41.4"
"2012","Belgium","Total","Youth unemployment ratio 15-24","6.2"
"2012","Belgium","Males","Total population","5 428.6"
"2012","Belgium","Males","Population (15 to 64 years)","3 638.7"
"2012","Belgium","Males","Active population","2 670.3"
"2012","Belgium","Males","Growth of active population","0.5"
"2012","Belgium","Males","Activity rate (15 to 64 years)","72.5"
"2012","Belgium","Males","Activity rate (15 to 24 years)","35.0"
"2012","Belgium","Males","Activity rate (20 to 64 years)","78.5"
"2012","Belgium","Males","Activity rate (25 to 54 years)","90.7"
"2012","Belgium","Males","Activity rate (55 to 64 years)","47.9"
"2012","Belgium","Males","Youth unemployment ratio 15-24","7.1"
"2012","Belgium","Females","Total population","5 634.9"
"2012","Belgium","Females","Population (15 to 64 years)","3 603.2"
"2012","Belgium","Females","Active population","2 222.3"
"2012","Belgium","Females","Growth of active population","0.7"
"2012","Belgium","Females","Activity rate (15 to 64 years)","61.3"
"2012","Belgium","Females","Activity rate (15 to 24 years)","27.9"
"2012","Belgium","Females","Activity rate (20 to 64 years)","66.5"
"2012","Belgium","Females","Activity rate (25 to 54 years)","79.1"
"2012","Belgium","Females","Activity rate (55 to 64 years)","34.9"
"2012","Belgium","Females","Youth unemployment ratio 15-24","5.3"
"2012","Bulgaria","Total","Total population","7 277.8"
"2012","Bulgaria","Total","Population (15 to 64 years)","4 923.6"
