,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
20801,14000,14000.0,10.0,60,debt_consolidation,10.40%,NJ,MORTGAGE,11333.33,747.0,6.0,27477.0,0.0,4 years
24542,6000,6000.0,7.49,36,credit_card,19.33%,IL,RENT,2100.0,717.0,8.0,2376.0,0.0,2 years
76320,22400,22400.0,13.11,36,debt_consolidation,16.08%,PA,RENT,7375.0,692.0,8.0,9673.0,0.0,10+ years
43622,8000,8000.0,7.9,36,vacation,0%,NY,RENT,7300.0,797.0,2.0,0.0,0.0,10+ years
63810,24575,24550.0,20.49,36,credit_card,19.28%,CO,MORTGAGE,5166.67,667.0,8.0,23157.0,0.0,10+ years
104166,8000,8000.0,14.83,60,credit_card,6.29%,NJ,MORTGAGE,4833.33,677.0,8.0,9676.0,4.0,6 years
93723,10000,10000.0,14.33,36,debt_consolidation,12.69%,FL,MORTGAGE,7916.67,672.0,11.0,8271.0,3.0,6 years
38826,29000,27884.92,10.65,60,debt_consolidation,3.90%,NH,MORTGAGE,15000.0,747.0,12.0,55964.0,0.0,10+ years
61123,5400,5400.0,6.03,36,credit_card,4.16%,SD,OWN,2333.33,807.0,9.0,4224.0,0.0,6 years
75477,12375,12375.0,6.62,36,debt_consolidation,31%,PA,MORTGAGE,3500.0,737.0,16.0,14037.0,0.0,2 years
54656,30000,30000.0,16.29,60,debt_consolidation,21.20%,GA,MORTGAGE,6666.67,722.0,14.0,32854.0,2.0,10+ years
34996,5000,5000.0,6.03,36,major_purchase,2.92%,NY,RENT,3033.0,772.0,7.0,3663.0,0.0,8 years
38741,6200,6200.0,18.64,60,credit_card,10.61%,WA,MORTGAGE,4250.0,672.0,9.0,5936.0,3.0,9 years
29942,7000,7000.0,7.49,36,major_purchase,7.26%,PA,OWN,6280.0,752.0,14.0,353.0,0.0,4 years
73179,29175,29175.0,21.0,60,credit_card,8.83%,MA,RENT,12500.0,697.0,9.0,15308.0,2.0,4 years
29754,35000,33645.15,17.49,60,debt_consolidation,6.01%,NY,MORTGAGE,16133.33,727.0,11.0,32222.0,0.0,2 years
24598,6000,6000.0,16.89,60,debt_consolidation,9.04%,NY,RENT,2400.0,682.0,7.0,7261.0,2.0,2 years
40139,35000,35000.0,12.42,60,debt_consolidation,12.79%,OK,MORTGAGE,12083.33,732.0,15.0,18385.0,0.0,< 1 year
3201,16400,12136.46,13.79,36,small_business,17.43%,VA,MORTGAGE,6074.17,682.0,14.0,23831.0,2.0,1 year
28230,8450,8450.0,13.49,60,major_purchase,12.73%,TX,MORTGAGE,1375.0,777.0,2.0,0.0,1.0,2 years
51424,18000,18000.0,17.99,36,debt_consolidation,20.18%,WA,RENT,6916.67,667.0,15.0,23786.0,0.0,10+ years
28451,12375,12325.0,13.49,36,debt_consolidation,24.95%,AZ,MORTGAGE,4416.67,677.0,7.0,32725.0,0.0,9 years
30070,10000,10000.0,5.42,36,home_improvement,1.69%,CA,MORTGAGE,8000.0,797.0,6.0,8974.0,0.0,3 years
87108,2000,2000.0,14.09,36,debt_consolidation,28.46%,MI,MORTGAGE,3513.33,682.0,18.0,23635.0,3.0,10+ years
98762,12000,12000.0,21.98,60,debt_consolidation,12.94%,OH,MORTGAGE,2866.5,667.0,5.0,9626.0,1.0,10+ years
60055,5000,5000.0,7.62,36,other,16.32%,MA,RENT,3750.0,742.0,6.0,1703.0,3.0,8 years
34591,12000,12000.0,6.03,36,major_purchase,2.55%,MO,MORTGAGE,3416.67,787.0,6.0,3732.0,0.0,10+ years
57677,6000,6000.0,13.99,36,home_improvement,12.98%,WY,MORTGAGE,10000.0,667.0,9.0,8230.0,0.0,5 years
24590,13000,12975.0,9.99,60,home_improvement,8.77%,OH,MORTGAGE,10500.0,802.0,8.0,6810.0,0.0,10+ years
96693,4750,4700.0,17.27,36,other,18.33%,FL,MORTGAGE,3583.33,757.0,11.0,2964.0,2.0,5 years
71481,10000,9925.0,18.49,36,small_business,13.37%,OR,MORTGAGE,11250.0,667.0,13.0,16740.0,2.0,10+ years
80956,1000,1000.0,15.31,36,moving,24.65%,NV,OWN,3176.0,677.0,6.0,10982.0,2.0,5 years
92077,9600,9600.0,16.29,36,debt_consolidation,26.50%,TX,RENT,5166.67,672.0,14.0,5639.0,0.0,3 years
72346,3625,3625.0,14.09,36,debt_consolidation,11.32%,FL,MORTGAGE,3895.0,667.0,9.0,12251.0,0.0,10+ years
96897,10000,10000.0,13.11,36,debt_consolidation,8.11%,CO,OWN,3500.0,687.0,11.0,11401.0,1.0,10+ years
34644,19425,19400.0,12.42,60,debt_consolidation,18.45%,CA,MORTGAGE,3225.23,747.0,10.0,6782.0,1.0,2 years
56674,8400,8400.0,13.67,36,credit_card,17%,TX,RENT,4583.33,697.0,14.0,20318.0,2.0,5 years
24980,10000,10000.0,13.99,36,debt_consolidation,18.14%,CA,RENT,4166.67,682.0,9.0,10545.0,1.0,3 years
13069,6000,6000.0,13.23,36,debt_consolidation,22.47%,FL,MORTGAGE,9367.0,687.0,13.0,33815.0,0.0,1 year
70800,10000,10000.0,14.33,36,debt_consolidation,25.01%,NV,RENT,4666.67,672.0,9.0,19479.0,0.0,10+ years
54229,6000,6000.0,12.12,36,debt_consolidation,16.39%,NM,RENT,1312.08,677.0,7.0,12475.0,0.0,1 year
89139,16000,16000.0,15.31,60,major_purchase,15.74%,NY,RENT,11250.0,677.0,10.0,15550.0,0.0,2 years
91401,22000,21925.0,17.27,36,credit_card,18.02%,CA,MORTGAGE,8666.67,662.0,12.0,9317.0,2.0,10+ years
15083,25000,24950.0,21.27,36,credit_card,8.33%,CA,MORTGAGE,12500.0,672.0,3.0,26057.0,0.0,10+ years
84592,13200,13200.0,19.72,36,credit_card,9.07%,CA,MORTGAGE,5083.33,667.0,5.0,10771.0,0.0,10+ years
16548,24000,14450.0,9.99,60,debt_consolidation,8.08%,AL,MORTGAGE,8083.33,767.0,9.0,13559.0,0.0,10+ years
3591,12250,2200.0,15.05,36,debt_consolidation,23.80%,GA,MORTGAGE,7416.67,662.0,13.0,19136.0,1.0,8 years
91669,21000,21000.0,11.14,60,debt_consolidation,16.18%,NY,MORTGAGE,7083.33,707.0,8.0,22298.0,1.0,9 years
66349,9000,9000.0,14.33,36,credit_card,15.36%,CO,MORTGAGE,7083.33,687.0,19.0,11077.0,1.0,2 years
59388,5000,5000.0,11.14,36,credit_card,18.30%,OH,RENT,4665.83,692.0,21.0,4677.0,0.0,4 years
44394,35000,34975.0,8.9,36,debt_consolidation,17.90%,LA,OWN,8750.0,777.0,8.0,31600.0,3.0,< 1 year
85008,20000,20000.0,21.98,60,credit_card,25.48%,NY,OTHER,6416.67,672.0,15.0,14115.0,0.0,10+ years
91394,12000,11975.0,7.9,36,debt_consolidation,12.78%,VA,RENT,10000.0,707.0,9.0,23474.0,0.0,< 1 year
40061,10000,10000.0,13.49,36,credit_card,22.08%,NY,RENT,6000.0,682.0,8.0,11088.0,0.0,3 years
9216,10750,10725.0,13.11,36,debt_consolidation,14.02%,MI,MORTGAGE,4416.67,687.0,6.0,11525.0,0.0,10+ years
17731,4000,3975.0,14.83,36,moving,22.09%,CA,RENT,5600.0,682.0,8.0,7900.0,1.0,5 years
84394,10450,10450.0,13.11,36,debt_consolidation,21.33%,TX,RENT,2658.83,707.0,10.0,13371.0,1.0,10+ years
74496,3000,2950.0,8.9,36,home_improvement,16.80%,NY,MORTGAGE,4166.67,727.0,4.0,8082.0,0.0,3 years
78960,11000,11000.0,12.12,36,debt_consolidation,5.83%,CA,MORTGAGE,4583.33,697.0,11.0,12361.0,0.0,10+ years
76662,7500,7500.0,13.11,36,debt_consolidation,8.04%,NJ,RENT,2796.8,692.0,4.0,4788.0,0.0,7 years
11174,7350,7325.0,11.12,36,debt_consolidation,20.15%,OR,MORTGAGE,4000.0,712.0,17.0,33178.0,0.0,4 years
44650,10000,10000.0,10.74,36,debt_consolidation,10.42%,NY,RENT,5000.0,722.0,6.0,5510.0,2.0,3 years
44434,8000,8000.0,17.27,36,other,12.20%,MI,RENT,1750.0,667.0,9.0,5828.0,0.0,4 years
78935,33600,33600.0,23.83,60,debt_consolidation,19.11%,UT,RENT,7666.67,662.0,18.0,12337.0,0.0,10+ years
36760,12000,12000.0,15.27,60,credit_card,16.85%,VA,RENT,4333.33,702.0,15.0,17997.0,1.0,< 1 year
28305,5000,5000.0,17.49,60,car,16.71%,PA,RENT,2400.0,672.0,6.0,2023.0,1.0,3 years
83591,10000,10000.0,11.14,36,credit_card,11.64%,VA,MORTGAGE,12083.33,717.0,14.0,38378.0,1.0,2 years
84575,2075,2075.0,10.16,36,debt_consolidation,22%,SC,RENT,2250.0,702.0,5.0,7195.0,0.0,2 years
103448,16000,15825.0,16.82,36,credit_card,20.30%,TX,MORTGAGE,6250.0,667.0,18.0,30772.0,5.0,1 year
60833,6000,6000.0,12.12,36,credit_card,30.82%,CT,MORTGAGE,4166.67,697.0,8.0,13250.0,1.0,n/a
55999,8600,8600.0,13.99,36,credit_card,9.09%,CA,RENT,4500.0,682.0,6.0,11183.0,0.0,5 years
80302,16800,16800.0,7.9,60,debt_consolidation,3.34%,FL,MORTGAGE,10666.67,817.0,7.0,4757.0,0.0,10+ years
44003,7200,7200.0,7.51,36,medical,4.43%,NJ,RENT,3000.0,757.0,6.0,75.0,1.0,6 years
72532,9000,9000.0,13.11,36,wedding,24.88%,CA,MORTGAGE,5000.0,702.0,12.0,4621.0,3.0,6 years
6211,10000,9767.84,12.87,36,debt_consolidation,21.28%,GA,MORTGAGE,8333.33,717.0,24.0,9470.0,1.0,< 1 year
77113,11350,11350.0,14.09,36,debt_consolidation,27.41%,AZ,RENT,2783.33,677.0,14.0,11031.0,0.0,< 1 year
71064,6000,6000.0,17.27,60,home_improvement,11.20%,TX,MORTGAGE,8750.0,687.0,5.0,10980.0,2.0,6 years
62035,4000,4000.0,12.12,36,small_business,18.44%,AL,RENT,2250.0,682.0,7.0,1955.0,0.0,< 1 year
46097,6400,6400.0,10.74,36,debt_consolidation,19.23%,DC,RENT,3833.33,692.0,13.0,10451.0,0.0,< 1 year
50231,3000,3000.0,18.25,36,debt_consolidation,23.18%,AL,MORTGAGE,4820.0,662.0,23.0,7949.0,3.0,7 years
15543,1125,1125.0,5.79,36,credit_card,17.68%,FL,OWN,3083.33,752.0,8.0,3935.0,0.0,6 years
47985,28000,27950.0,13.11,60,small_business,0%,CO,RENT,4806.0,797.0,6.0,0.0,1.0,4 years
90988,6000,6000.0,8.9,36,credit_card,24.57%,CA,RENT,6666.67,687.0,22.0,6462.0,0.0,2 years
84341,5000,5000.0,6.03,36,other,6.11%,TX,MORTGAGE,5416.67,797.0,13.0,4956.0,0.0,8 years
39507,20000,19975.0,20.3,60,debt_consolidation,20.91%,AK,OWN,4916.67,667.0,16.0,32137.0,2.0,10+ years
31960,9200,9200.0,7.49,36,credit_card,21.52%,PA,RENT,2416.67,732.0,10.0,21323.0,1.0,10+ years
84317,35000,35000.0,13.11,60,other,12.02%,CA,MORTGAGE,20833.33,742.0,13.0,40765.0,0.0,5 years
77987,18000,18000.0,20.49,60,debt_consolidation,29.25%,CA,RENT,3750.0,677.0,18.0,8165.0,0.0,6 years
29223,8250,8250.0,7.49,36,credit_card,24.19%,CO,RENT,2100.0,722.0,7.0,9469.0,0.0,1 year
26120,1200,1200.0,7.49,36,other,17.88%,AL,OWN,1666.67,712.0,10.0,9154.0,0.0,10+ years
20433,10000,10000.0,9.63,36,credit_card,17.96%,NY,RENT,7500.0,707.0,8.0,52045.0,0.0,10+ years
92965,35000,35000.0,17.27,60,debt_consolidation,15.30%,MA,MORTGAGE,9000.0,702.0,8.0,41226.0,1.0,10+ years
71638,18000,18000.0,15.31,36,debt_consolidation,15.56%,NM,MORTGAGE,6666.67,692.0,10.0,21174.0,0.0,10+ years
29100,20000,19975.0,18.39,60,debt_consolidation,15.61%,MD,MORTGAGE,7000.0,707.0,6.0,20642.0,2.0,10+ years
68581,5500,5500.0,11.14,36,credit_card,32.16%,PA,OWN,1666.67,692.0,7.0,8826.0,0.0,3 years
97449,35000,35000.0,22.47,60,debt_consolidation,18.95%,FL,OWN,9583.33,662.0,9.0,14184.0,1.0,n/a
78139,35000,35000.0,21.98,60,credit_card,14.68%,NY,RENT,9166.67,697.0,12.0,37424.0,0.0,3 years
74944,20950,20875.0,21.49,60,debt_consolidation,27.56%,NY,MORTGAGE,4500.0,677.0,15.0,24210.0,1.0,6 years
19701,1500,1500.0,9.63,36,other,16.98%,AZ,MORTGAGE,7725.0,697.0,14.0,30626.0,0.0,6 years
52814,12000,12000.0,19.99,36,debt_consolidation,15.16%,KY,RENT,4458.33,662.0,8.0,13935.0,1.0,4 years
66454,10000,9975.0,14.33,36,debt_consolidation,13%,CA,MORTGAGE,3625.0,692.0,10.0,8464.0,2.0,< 1 year
60768,9750,9750.0,18.49,36,debt_consolidation,11.59%,TX,OWN,2666.67,662.0,7.0,8172.0,0.0,3 years
29410,5600,5575.0,7.49,36,debt_consolidation,24.74%,WA,RENT,2583.0,742.0,6.0,2454.0,1.0,2 years
44334,11200,11200.0,13.11,60,debt_consolidation,11.73%,CA,MORTGAGE,3333.33,722.0,8.0,8747.0,0.0,10+ years
20640,4000,3975.0,13.43,36,small_business,7.60%,PA,RENT,1750.0,672.0,7.0,7178.0,3.0,< 1 year
45821,7000,7000.0,8.9,36,small_business,15.79%,PA,MORTGAGE,4700.0,702.0,12.0,7012.0,0.0,1 year
91412,18000,18000.0,6.03,36,debt_consolidation,10.75%,CA,MORTGAGE,7916.67,737.0,13.0,14007.0,2.0,7 years
17850,5000,5000.0,12.61,36,debt_consolidation,13.40%,CA,RENT,2000.0,697.0,9.0,1753.0,0.0,2 years
15285,10000,9975.0,9.25,36,small_business,5.60%,VA,RENT,4000.0,707.0,7.0,8528.0,0.0,< 1 year
26894,9800,9800.0,19.69,60,debt_consolidation,14.89%,RI,MORTGAGE,5340.25,667.0,8.0,5350.0,1.0,2 years
98259,20000,19975.0,12.12,36,credit_card,19.82%,UT,MORTGAGE,6750.0,687.0,14.0,21637.0,0.0,5 years
102079,5100,4950.0,18.29,36,debt_consolidation,25.67%,NJ,RENT,3000.0,642.0,14.0,5004.0,6.0,< 1 year
60684,8875,8875.0,11.14,36,debt_consolidation,31.70%,TX,RENT,2160.0,702.0,19.0,17422.0,0.0,10+ years
27607,4400,4400.0,5.99,36,major_purchase,17.93%,PA,OWN,4000.0,767.0,6.0,9945.0,1.0,5 years
38688,35000,23350.0,11.71,60,small_business,8.07%,CA,MORTGAGE,7500.0,747.0,6.0,5660.0,0.0,3 years
72991,3000,3000.0,18.49,36,credit_card,16.07%,NJ,OWN,2916.67,662.0,9.0,6403.0,0.0,< 1 year
36061,4800,4800.0,12.42,36,moving,5.31%,NY,RENT,3500.0,692.0,8.0,5093.0,0.0,5 years
40081,5375,5375.0,11.71,36,debt_consolidation,28.75%,KY,MORTGAGE,2166.67,722.0,5.0,15475.0,1.0,8 years
30824,14000,14000.0,11.99,60,debt_consolidation,19.52%,TX,MORTGAGE,6333.33,707.0,12.0,32213.0,0.0,< 1 year
14118,19800,19775.0,13.23,36,credit_card,20.09%,MO,MORTGAGE,6666.67,732.0,8.0,31220.0,0.0,< 1 year
57483,13025,13025.0,13.11,36,credit_card,7.75%,UT,MORTGAGE,4333.33,677.0,6.0,13029.0,0.0,10+ years
74764,18000,18000.0,18.49,36,debt_consolidation,20.56%,CA,RENT,9333.33,677.0,12.0,37526.0,1.0,6 years
1670,2500,2275.77,7.68,36,major_purchase,17.59%,OR,MORTGAGE,3666.67,787.0,6.0,406.0,0.0,10+ years
15094,5000,4985.44,7.14,36,debt_consolidation,11.40%,CT,OWN,4166.67,757.0,6.0,16666.0,1.0,5 years
63651,4500,4500.0,11.14,36,credit_card,9.73%,CT,RENT,2916.67,687.0,13.0,4265.0,0.0,4 years
72750,15000,15000.0,8.9,36,debt_consolidation,8.56%,MO,RENT,7500.0,742.0,8.0,8343.0,1.0,< 1 year
85468,35000,35000.0,20.49,60,debt_consolidation,11.84%,TX,MORTGAGE,18750.0,717.0,14.0,41707.0,2.0,1 year
31815,4500,4500.0,8.49,36,credit_card,2.54%,TX,RENT,2166.67,797.0,2.0,527.0,1.0,3 years
75818,4500,4500.0,17.27,36,debt_consolidation,16.59%,PA,RENT,4666.67,677.0,24.0,893.0,1.0,3 years
14231,1450,1450.0,7.51,36,other,22.20%,MA,RENT,833.33,742.0,9.0,709.0,0.0,n/a
4537,6000,6000.0,14.96,36,small_business,11.55%,TX,RENT,7083.33,762.0,7.0,5341.0,0.0,2 years
16023,4500,4500.0,6.54,36,medical,15.82%,NC,MORTGAGE,3250.0,727.0,16.0,6049.0,0.0,10+ years
36134,14000,14000.0,6.62,36,debt_consolidation,20.18%,TX,RENT,4583.33,752.0,15.0,15890.0,1.0,10+ years
87110,15000,15000.0,6.03,36,debt_consolidation,8.72%,MA,MORTGAGE,12000.0,802.0,17.0,13151.0,0.0,2 years
28467,22000,14550.0,10.99,60,debt_consolidation,15.83%,TX,MORTGAGE,5243.75,762.0,18.0,14115.0,0.0,2 years
928,10000,1300.0,11.03,36,credit_card,11.03%,GA,MORTGAGE,6666.67,697.0,8.0,43712.0,0.0,4 years
84897,35000,35000.0,20.49,36,debt_consolidation,20.82%,TX,MORTGAGE,12333.33,702.0,23.0,36870.0,0.0,10+ years
63224,10000,10000.0,20.49,36,debt_consolidation,18.75%,TX,RENT,5250.0,687.0,25.0,3802.0,1.0,3 years
103951,6000,6000.0,13.98,60,medical,24.29%,CA,RENT,2400.0,697.0,11.0,6069.0,4.0,9 years
72766,10000,10000.0,15.8,36,debt_consolidation,13.10%,AK,MORTGAGE,4458.33,677.0,7.0,6413.0,1.0,< 1 year
4843,10000,9950.0,8.94,36,debt_consolidation,13.73%,CO,RENT,3125.0,787.0,5.0,417.0,2.0,1 year
101907,12000,3639.28,13.3,36,debt_consolidation,12.77%,CA,RENT,3000.0,662.0,15.0,8480.0,4.0,6 years
40756,9600,9600.0,14.65,36,credit_card,2.21%,CA,RENT,5833.33,677.0,7.0,5879.0,1.0,7 years
27030,17800,17775.0,22.11,60,debt_consolidation,5.86%,NC,RENT,7000.0,662.0,9.0,6708.0,0.0,6 years
69983,2000,2000.0,7.62,36,major_purchase,24.69%,TX,MORTGAGE,4333.33,767.0,10.0,2792.0,4.0,10+ years
100440,18825,18825.0,21.0,60,debt_consolidation,19.22%,CT,RENT,4583.33,682.0,8.0,17292.0,2.0,10+ years
21657,3000,2509.17,13.06,36,house,12.06%,NV,RENT,2571.42,707.0,2.0,0.0,3.0,6 years
78336,2000,2000.0,13.11,36,debt_consolidation,19.13%,KY,RENT,2916.67,672.0,7.0,4376.0,0.0,10+ years
83749,9000,9000.0,17.77,36,debt_consolidation,13.72%,CA,RENT,4583.33,672.0,14.0,21175.0,1.0,5 years
96051,5750,5750.0,13.11,36,credit_card,24.24%,NY,RENT,1675.0,707.0,18.0,8035.0,0.0,4 years
55598,21725,21725.0,19.22,60,debt_consolidation,22.48%,LA,OWN,3629.58,677.0,7.0,19685.0,0.0,10+ years
92347,20000,20000.0,7.9,36,debt_consolidation,33.28%,NY,RENT,8666.67,727.0,9.0,33067.0,0.0,3 years
34650,15350,15325.0,13.49,60,debt_consolidation,28.63%,WA,MORTGAGE,3200.0,732.0,6.0,9946.0,1.0,10+ years
63101,8400,8400.0,14.33,36,debt_consolidation,11.61%,CA,RENT,3333.33,672.0,11.0,2060.0,0.0,< 1 year
29797,4500,4500.0,7.49,36,credit_card,27.63%,OR,RENT,2700.0,722.0,13.0,9341.0,0.0,4 years
58924,9950,9950.0,15.31,36,wedding,7.84%,CA,RENT,2833.33,677.0,7.0,4904.0,2.0,n/a
42772,15000,15000.0,7.9,36,debt_consolidation,20.75%,IL,MORTGAGE,2583.33,727.0,10.0,9608.0,0.0,3 years
8626,10000,9850.0,10.99,36,other,19.23%,VA,MORTGAGE,9150.0,707.0,16.0,43256.0,2.0,10+ years
20234,12000,10400.0,18.25,60,car,12.11%,CA,RENT,5600.0,662.0,7.0,2409.0,1.0,3 years
1677,8000,3862.32,12.21,36,other,13.29%,GA,MORTGAGE,12500.0,697.0,10.0,93265.0,1.0,10+ years
35161,3000,3000.0,6.03,36,debt_consolidation,11.03%,NY,MORTGAGE,7500.0,767.0,13.0,10585.0,0.0,n/a
64339,15000,15000.0,14.33,36,debt_consolidation,27.25%,TX,MORTGAGE,7500.0,682.0,13.0,27872.0,0.0,10+ years
100635,12700,12700.0,17.77,36,debt_consolidation,23.94%,AL,MORTGAGE,3333.33,687.0,14.0,9655.0,3.0,n/a
23566,16000,15745.73,11.11,60,debt_consolidation,9.90%,MO,RENT,2958.33,767.0,6.0,8943.0,2.0,< 1 year
60832,7200,7200.0,7.9,36,debt_consolidation,21.74%,TX,RENT,4300.0,712.0,7.0,33189.0,0.0,10+ years
29595,30000,30000.0,20.25,60,debt_consolidation,10.46%,VA,MORTGAGE,12500.0,697.0,10.0,43491.0,3.0,5 years
48620,20125,20125.0,14.65,36,debt_consolidation,17.88%,FL,MORTGAGE,10353.33,697.0,11.0,23698.0,1.0,7 years
40753,12000,12000.0,15.27,36,credit_card,16.46%,PA,OWN,2516.67,672.0,9.0,2174.0,2.0,5 years
9820,5000,4950.0,10.62,60,home_improvement,11.23%,CA,MORTGAGE,5200.0,747.0,6.0,1941.0,1.0,5 years
7606,8000,7989.96,11.36,36,other,5.27%,CA,MORTGAGE,13389.15,707.0,6.0,7351.0,1.0,3 years
32191,3600,3600.0,6.62,36,credit_card,9.35%,TX,RENT,2000.0,737.0,17.0,1710.0,0.0,1 year
3414,8800,8350.0,9.63,36,wedding,4.89%,GA,MORTGAGE,5479.0,757.0,5.0,6055.0,0.0,6 years
51742,18000,17925.0,19.22,60,debt_consolidation,21.36%,CA,RENT,6867.92,692.0,13.0,19446.0,0.0,10+ years
98167,20000,20000.0,23.76,60,debt_consolidation,18.75%,VA,MORTGAGE,6266.67,662.0,25.0,10784.0,3.0,10+ years
31654,4350,4350.0,5.99,36,house,3.12%,CA,OWN,2600.0,782.0,5.0,866.0,0.0,< 1 year
26652,12000,11975.0,10.99,60,home_improvement,4.04%,NY,MORTGAGE,3416.67,737.0,10.0,6935.0,0.0,< 1 year
54076,5400,5400.0,13.67,36,debt_consolidation,15.42%,CA,RENT,1666.67,682.0,6.0,2533.0,0.0,4 years
19695,12000,11950.0,12.68,60,debt_consolidation,22.72%,NY,RENT,5000.0,702.0,19.0,9002.0,0.0,n/a
62644,12000,12000.0,17.77,36,debt_consolidation,24.48%,MI,OWN,3333.33,667.0,12.0,16984.0,0.0,10+ years
53454,6700,6700.0,7.9,36,credit_card,22.19%,KS,RENT,2708.33,707.0,10.0,6627.0,0.0,2 years
40692,3750,3750.0,11.71,36,debt_consolidation,16.98%,CA,RENT,1650.0,677.0,6.0,8101.0,0.0,4 years
55177,8000,8000.0,13.67,36,other,23.50%,NJ,RENT,2791.67,687.0,5.0,27151.0,0.0,< 1 year
24187,4500,4500.0,11.49,36,other,9.26%,CA,RENT,3500.0,697.0,5.0,7247.0,0.0,2 years
20979,6000,5975.0,17.14,60,small_business,6.60%,FL,MORTGAGE,2500.0,662.0,5.0,5087.0,0.0,8 years
81254,19400,19400.0,23.28,60,credit_card,9.30%,NC,MORTGAGE,6000.0,662.0,5.0,28921.0,0.0,10+ years
13413,25000,15600.0,17.93,60,small_business,19.94%,CA,RENT,5416.67,692.0,13.0,24810.0,0.0,10+ years
34871,8800,8800.0,14.27,36,debt_consolidation,9.57%,IL,RENT,3833.33,697.0,4.0,8130.0,1.0,4 years
44681,4800,4800.0,13.99,36,medical,7.39%,OH,RENT,5833.33,682.0,9.0,170.0,2.0,1 year
73773,5175,5175.0,17.77,36,credit_card,22.93%,NY,RENT,1500.0,662.0,9.0,8577.0,1.0,5 years
12248,10000,9999.36,10.75,60,home_improvement,4.05%,MD,MORTGAGE,8750.0,797.0,7.0,0.0,1.0,2 years
83704,12000,12000.0,11.14,36,other,7.85%,VA,RENT,6666.67,722.0,11.0,4428.0,2.0,9 years
43610,5000,5000.0,7.51,36,other,11.40%,FL,RENT,1666.67,752.0,4.0,7968.0,0.0,10+ years
43017,33600,33600.0,17.27,60,debt_consolidation,15.08%,NY,RENT,5416.67,732.0,5.0,20514.0,1.0,8 years
80198,10000,10000.0,13.11,36,debt_consolidation,29.13%,TX,MORTGAGE,8750.0,702.0,13.0,11125.0,2.0,< 1 year
91989,12000,11975.0,16.29,36,other,14.29%,AZ,MORTGAGE,8541.67,697.0,5.0,5890.0,3.0,10+ years
87119,4000,4000.0,14.33,36,renewable_energy,22.74%,MD,RENT,1666.67,667.0,7.0,278.0,0.0,3 years
66132,20000,20000.0,15.8,36,credit_card,13.13%,CT,RENT,5000.0,692.0,10.0,17981.0,1.0,3 years
73203,12000,12000.0,14.09,36,debt_consolidation,19.49%,CA,RENT,6166.67,677.0,13.0,6499.0,0.0,6 years
76842,17500,17500.0,21.0,60,home_improvement,1.78%,NY,RENT,4166.67,687.0,7.0,3377.0,3.0,10+ years
41741,10000,10000.0,11.71,36,credit_card,21.18%,FL,OWN,3333.33,692.0,8.0,7579.0,0.0,1 year
8127,3000,3000.0,14.22,36,moving,10.05%,MA,RENT,9166.67,667.0,15.0,22698.0,2.0,6 years
4750,5600,5592.37,8.59,36,credit_card,8.34%,NJ,MORTGAGE,3250.0,737.0,9.0,2639.0,1.0,5 years
93711,10000,10000.0,15.8,36,debt_consolidation,13.32%,AZ,RENT,5000.0,672.0,16.0,11286.0,1.0,< 1 year
28368,5000,5000.0,8.49,36,debt_consolidation,22.53%,WA,MORTGAGE,3000.0,722.0,9.0,3388.0,2.0,10+ years
66425,16000,16000.0,21.49,60,small_business,25.76%,NY,MORTGAGE,5000.0,672.0,14.0,10881.0,0.0,5 years
13652,4800,4800.0,10.75,36,other,22.63%,MA,RENT,1750.0,712.0,6.0,11234.0,0.0,5 years
66166,24925,24925.0,18.75,60,debt_consolidation,8.51%,AK,MORTGAGE,5250.0,712.0,7.0,15288.0,0.0,10+ years
73128,4825,4825.0,12.12,36,debt_consolidation,4.76%,CT,MORTGAGE,5416.67,682.0,8.0,6883.0,0.0,8 years
42032,18750,18750.0,18.25,60,debt_consolidation,12.54%,CO,MORTGAGE,4833.33,677.0,13.0,11232.0,2.0,10+ years
101034,5000,5000.0,15.31,36,home_improvement,20.54%,CT,MORTGAGE,4166.67,677.0,18.0,12929.0,3.0,10+ years
102595,7500,224.99,13.17,36,other,1.03%,CT,MORTGAGE,8750.0,677.0,3.0,3607.0,4.0,6 years
12429,10000,10000.0,16.82,60,debt_consolidation,12.54%,MA,RENT,4417.0,682.0,9.0,6630.0,2.0,3 years
36084,5300,5300.0,7.9,36,debt_consolidation,9.67%,TX,RENT,1945.0,762.0,3.0,5360.0,0.0,8 years
3219,5000,5000.0,9.63,36,educational,11.81%,AZ,MORTGAGE,9166.67,732.0,16.0,23658.0,2.0,10+ years
15120,25000,15051.09,13.23,60,debt_consolidation,20.11%,TX,MORTGAGE,6666.67,737.0,11.0,33084.0,0.0,10+ years
3246,9250,9200.0,11.89,36,debt_consolidation,16.28%,OH,MORTGAGE,5416.67,747.0,14.0,10111.0,6.0,6 years
14851,19000,18725.0,10.75,60,home_improvement,6.19%,MD,MORTGAGE,7500.0,777.0,12.0,1142.0,1.0,8 years
45929,2000,2000.0,6.03,36,debt_consolidation,8.01%,NY,RENT,5833.33,752.0,7.0,2031.0,0.0,< 1 year
